-213.19,4.2
-24.34,23.2
-20.435,39.89
-17.69,9
-14.61,9.7
-7.81,10
-8.12,22.6
-5.02,6
-4.87,6
-3.78,9
-3.07,10
-3.02,9
-2.82,8
-2.69,7
-2.67,8
-2.53,9
-1.32,8
-1.22,7
-1.12,8
-0.99,6
-0.84,8
-0.81,8
1.711,7
1.851,6
2.1,8
2.21,8
2.25,10
3.12,5
3.16,3.6
4.14,8.9
4.56,8.9
4.67,5.1
5.59,9.8
6.552,5.2
7.4,5
8.84,4.5
9.85,8.8
13.92,10
14.9,12
11.32,59.1
19.763,7.915
19.79,6.1
20.3,8.4
22.9,14
30.76,2.4
36.22,27.4
48.55,10
